Question,UserID,Reason,VerbalCode1,Code1,CodeFamily1,VerbalCode2,Code2,CodeFamily2,Assess,Status,Correct,STimeViewed,SFix,SRevisits,KTimeViewed,KFix,KRevisits,PTimeViewed,PFix,PRevisits,Gender,Birth_Year,Ethnicity,ParentEduc,STVSQRT,KTVSQRT,PTVSQRT,KFixSQRT,SFixSQRT,PFixSQRT,SRevisitsSQRT,KRevisitsSQRT,PRevisitsSQRT,MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,SMDS1,SMDS2,SMDS3,Attention_Check,SMDS4,SMDS5,SMDS6,SMDS7,SMDS8,SMDS9,SMDS10,SMDS11,SMDS12,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7
3,24,"""I don't really think that's really honest-- I mean I think it's honest, but I just think it's wrong. I mean there's a difference there. Like, I wouldn't believe anything. I don't really think it's-- I think it's just like there's got to be a ton of other factors, it can't just be the one thing that's working for her. And it's not something that's going to work for everybody as well. It just seems like one of those stupid articles from stupid companies trying to milk off celebrities or something.""",unsubstantiated claims,54,10,false post is biased ad,33,7,1,1,1,7.081,38,22,2.021,13,10,9.94,49,22,2,13,7,5,2.66,1.42,3.15,3.61,6.16,7,4.69,3.16,4.69,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
4,24,"""I definitely don't trust it. This looks like somebody's grandma's recipe. I don't know, it's just strange. The name also, SnifflesMaloy [assumed spelling; 0:02:05.5] seems weird and the address is all fake and stupid. The date isn't even a date. And there's plenty of other cures for the common cold, they don't need this odd recipe for a drink.""",false post looks fake,37,7,false post is cocktail,34,7,1,1,1,8.525,35,13,0.69,4,3,4.829,22,8,2,13,7,5,2.92,0.83,2.2,2,5.92,4.69,3.61,1.73,2.83,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
5,24,"""I think that's just kind of wrong. Yeah, the facts not-- fear and then the I don't know. It's just-- tweets, in general, like, if I see anything on Twitter I just kind of take it as kind of pretty dishonest, because it's just somebody tweeting junk or whatever. There's not a single link in here, nothing-- no facts, no nothing. They're just saying things.""",false post from random person,59,10,false post has no credentials,63,10,1,1,1,2.02,13,7,9.693,50,25,0,0,0,2,13,7,5,1.42,3.11,0,7.07,3.61,0,2.65,5,0,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
6,24,"""Yeah, I would believe that. Drinking something that sounds like chlorine dioxide doesn't sound very good. USFDA, so it's like, yeah, sure. They've got links to the FDA.gov. I'd click on it, seems about right. Seems right that just drinking unapproved things would cause you to have problems. Yeah.""",FDA,7,2,familiarity,15,4,2,2,1,1.626,10,12,3.796,21,17,6.29,33,17,2,13,7,5,1.28,1.95,2.51,4.58,3.16,5.74,3.46,4.12,4.12,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
7,24,"""Yeah, no. Absolutely not. No them just leaving out the whole thing about it being, like, a horse something-- I can't remember exactly what it was, but just there's nothing it. No links, no facts, no nothing, it's just like, """"Did you know [inaudible; 0:03:48.2, sounds like: """"That the sky is red""""]"""" kind of thing. And it just it doesn't have anything behind it.""",unsubstantiated claims,54,10,obvious falsehood,56,10,1,1,1,1.823,11,7,2.201,14,13,0.64,6,6,2,13,7,5,1.35,1.48,0.8,3.74,3.32,2.45,2.65,3.61,2.45,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
8,24,"""This is interesting because it's not really like an honest/dishonest, it just seems like unprofessional. Like, if the USFDA, like I understand Twitter too, so it's kind like more causal, but, like, the """"Seriously, ya'll stop it"""" or whatever, I'd be like it wouldn't have an effect for people who already know that it's bad and it wouldn't have an effect on anybody who knows or thinks it's good. But, I guess the link maybe helps, I don't know.""",cannot decide,12,3, , , ,0,2,2,1.791,5.97,14,1.379,4.597,12,9.712,32.372,44,2,13,7,5,1.34,1.17,3.12,2.14,2.44,5.69,3.74,3.46,6.63,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
9,24,"""I wouldn't really trust this. I don't know who this is, just because it says doctor of homeopathy I would be like, """"OK, this is--"""" this doesn't have any science behind it. There's no articles, nothing like that, sources. Just, again, somebody calling themselves to be a doctor. Are they really a doctor? I don't really know. I'd have to look her up.""",false post has no credentials,63,10, , , ,1,1,1,3.582,12,7,2.957,15,6,2.613,12,9,2,13,7,5,1.89,1.72,1.62,3.87,3.46,3.46,2.65,2.45,3,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
10,24,"""I I would have to look at the ingredients, maybe, because I know some of this stuff helps with it, but I still-- it just feels kind of, like, dubious. Like, you're just milking off of people's insecurities and just their weak health things. It just-- it doesn't seem-- it seems more, like, gimmicky from the way it looks, more designed looking, if that makes sense, than objective.""",false post is biased ad,33,7, , , ,1,1,1,0.049,7.918,33,6.013,4.123,19,6.374,5.912,21,2,13,7,5,0.22,2.45,2.52,2.03,2.81,2.43,5.74,4.36,4.58,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
11,24,"""Yeah, also just wanting to-- definitely, definitely don't trust this one for sure. Like, super sketchy, scammy, the whole signing up on the side thing. The way it looks. Super bulky guy on the side, like, no. It's just trying to appeal to people's insecurities in a way, shortcomings.""",false post looks fake,37,7, , , ,1,1,1,0.576,3,2,2.036,14,10,5.125,22,11,2,13,7,5,0.76,1.43,2.26,3.74,1.73,4.69,1.41,3.16,3.32,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
12,24,"""OK. I mean it's just an article about what somebody said. Newsweek, I don't really know where they lie on a spectrum of left or right, or how political they are siding with. I wouldn't click though, I don't think, because I just feel like oh""",cannot decide,12,3, , , ,0,1,2,4.567,35,28,4.421,22,15,2.645,14,7,2,13,7,5,2.14,2.1,1.63,4.69,5.92,3.74,5.29,3.87,2.65,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
13,24,"""Yeah, I mean I'd feel honest. Nyquil's, you know, honestly I don't even look at advertisements for these, I just go by word of mouth. And my family is always like, """"Take a Nyquil"""" """"Take a"""" whatever at night. And I've used it before and it's nice. So""",familiarity,15,4, , , ,2,2,1,1.001,5,2,4.255,25,15,3.088,14,7,2,13,7,5,1,2.06,1.76,5,2.24,3.74,1.41,3.87,2.65,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
14,24,"""Again the Twitter thing, I don't really like trust what people just randomly say on Twitter. I guess they do have-- he does have the CDC.gov measles thing on there too. Yeah. I mean what he's saying is fine too. Looks professional enough.""",CDC,6,2,professional look,28,6,2,2,1,3.401,20,10,12.187,55,22,0,0,0,2,13,7,5,1.84,3.49,0,7.42,4.47,0,3.16,4.69,0,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
15,24,"""By [Inaudible; 0:07:25.7], I don't even know what [inaudible; 0:07:26.9] even is. No, again, just Yolanda Miranda-- just some random person on here. Pictures are just like some wedding or something. Just weird, unprofessional. Somebody venting. Doesn't know anything. No facts, no articles, nothing to try to back it up. They're just saying it.""",false post from random person,59,10,unsubstantiated claims,54,10,1,1,1,6.276,28,20,7.475,36,22,0.082,1,2,2,13,7,5,2.51,2.73,0.29,6,5.29,1,4.47,4.69,1.41,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
16,24,"""Actually, yeah, I would trust this just because that's just science. Antibiotics don't do viruses or anything like that. They go against bacteria and things like that.""",antibiotics for bacteria,22,5, , , ,2,2,1,0.641,8,7,9.15,44,30,5.75,24,11,2,13,7,5,0.8,3.02,2.4,6.63,2.83,4.9,2.65,5.48,3.32,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
17,24,"""I don't know who this person is. They don't even have like a verified anything on them. It's just a guy with a really sketchy mustache-- or not mustache, chin, whatever. Yeah, saying sending letters and all of this stuff like that, but then I would have to actually look up, """"OK, was anything sent, or is this person just saying random things?""""""",false post from random person,59,10,unsubstantiated claims,54,10,1,1,1,1.398,15,15,6.475,45,39,3.384,20,15,2,13,7,5,1.18,2.54,1.84,6.71,3.87,4.47,3.87,6.24,3.87,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
18,24,"""I don't really trust this, even though this person has like a PHD allegedly and things like that. I'm always just really dubious about anything that says, """"Oh, 100% weight loss,"""" blah, blah, blah. All of these new things [inaudible; 0:09:09.1] I don't even know what that is. What is that even going to be? I mean I guess it has the FDA thing on it, I would have to click it to see if it's even, like, honest at all. But, them just linking in enough doesn't make the post itself more credible unti""",false post too good to be true,38,7, , , ,1,2,2,4.962,20,16,9.117,43,25,7.738,33,14,2,13,7,5,2.23,3.02,2.78,6.56,4.47,5.74,4,5,3.74,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
19,24,"""I don't really trust this. I'm always really dub-- like something about diabetes is like-- it's very important for your health to manage that stuff. Them just saying that the glucose reacts with the blah, blah, blah, all of this stuff. Whatever. I wouldn't really trust any kind of medication with what they say in the advertisements, unless my doctor themselves says it.""",false post is biased ad,33,7, , , ,1,1,1,0.92,9,7,6.097,26,11,1.117,5,2,2,13,7,5,0.96,2.47,1.06,5.1,3,2.24,2.65,3.32,1.41,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
20,24,"""Yeah, I'd believe it, because I feel like a lot of dietary supplements and things like that, they just like to take advantage of people and just like to put random things in there. Yeah, and for them to drop your weight-- and to be, like, effective, I guess, if you sort say, it wouldn't surprise that there would have to be all of these kinds of terrible substances for you and banned things and heavy metals and whatnot. And it being by Harvard Public Health does help. So""",looks possible/promising,29,6,Harvard,8,2,2,2,1,3.024,24,24,6.887,42,31,8.036,43,31,2,13,7,5,1.74,2.62,2.83,6.48,4.9,6.56,4.9,5.57,5.57,4,5,2,2,5,1,4,2,1,1,1,4,1,3,3,5,4,3,4,3,5,5,5,5,9,8,8,3,9,5,2
1,25,"""Yeah, I definitely think that's dishonest because technology like that was not around when New Testament and Old Testament were written. Just the timelines don't seem to line up with that one.""",obvious falsehood,56,10, , , ,1,1,1,2.728,13,7,9.692,42,17,1.018,7,5,1,11,1,5,1.65,3.11,1.01,6.48,3.61,2.65,2.65,4.12,2.24,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
2,25,"""I think there could be truth behind this one, considering it's from a verified account. FDA Drug verified account. I think they could have put a better picture for it, but""",FDA,7,2,verified,17,4,2,2,1,3.843,21,15,2.3,17,14,7.573,34,13,1,11,1,5,1.96,1.52,2.75,4.12,4.58,5.83,3.87,3.74,3.61,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
3,25,I think this one could be true because I know Jennifer Anniston has always been a part of healthy living or healthy lifestyles.,reliable article,2,1, , , ,2,1,2,8.26,35,8,0.493,4,3,10.054,45,9,1,11,1,5,2.87,0.7,3.17,2,5.92,6.71,2.83,1.73,3,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
4,25,"""It kind of looks like a homemade cure. Well, it's on Pinterest, so it could also be false.""",false post unprofessional,60,10, , , ,1,1,1,7.998,36,14,1.002,7,5,3.828,15,5,1,11,1,5,2.83,1,1.96,2.65,6,3.87,3.74,2.24,2.24,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
5,25,"""I think that's false. It doesn't really matter. I mean, yeah, it's kind of malpractice, but I think that there's no point in saying that they didn't die for Covid if they were there for Covid.""",obvious falsehood,56,10, , , ,1,1,1,0.986,8,7,7.343,39,21,1.956,13,4,1,11,1,5,0.99,2.71,1.4,6.24,2.83,3.61,2.65,4.58,2,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
6,25,"""Well, it's from FDA.gov, another verified account, so it definitely has some truth behind it. I know chlorine can cause dehydration if you ingest too much of it.""",FDA,7,2,verified,17,4,2,2,1,0.985,4,4,5.192,29,27,3.696,26,21,1,11,1,5,0.99,2.28,1.92,5.39,2,5.1,2,5.2,4.58,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
7,25,"""I don't think this one's true. It doesn't have any sort of backing or sources to it. There's no profile that you can verify. It starts with a, """"Did you know"""" so it seems like it's from some random website, possibly.""",false post has no credentials,63,10,false post from random person,59,10,1,1,1,2.709,16,14,1.165,7,4,2.236,17,15,1,11,1,5,1.65,1.08,1.5,2.65,4,4.12,3.74,2,3.87,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
8,25,"""Another FDA approved post it looks like. I don't know anything about Ivermectin or whatever that is, but it seems like it's a drug that's for animals, not for people. So I would say that one has truth.""",FDA,7,2, , , ,2,2,1,0.854,2.847,7,4.206,14.02,22,3.76,12.534,21,1,11,1,5,0.92,2.05,1.94,3.74,1.69,3.54,2.65,4.69,4.58,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
9,25,I wasn't sure about that one.,cannot decide,12,3, , , ,0,1,2,2.036,9,6,3.173,21,14,2.774,14,9,1,11,1,5,1.43,1.78,1.67,4.58,3,3.74,2.45,3.74,3,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
10,25,"""It seems like a self-promoted thing from this company, but they don't list where they're getting their information from, so it could be honest. It could also be dishonest.""",cannot decide,12,3, , , ,0,1,2,0,9.463,42,3.516,4.027,20,3.434,4.123,20,1,11,1,5,0,1.88,1.85,2.01,3.08,2.03,6.48,4.47,4.47,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
11,25,"""Men's Health and Muscle and Fitness, those are both pretty popular companies. I think this one could be honest.""",reliable ad,1,1, , , ,2,1,2,2.038,9,6,1.728,10,6,1.462,11,8,1,11,1,5,1.43,1.31,1.21,3.16,3,3.32,2.45,2.45,2.83,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
12,25,I don't know how reputable Newsweek is and it also looks like this is a picture from Google or something. I think this could be a fake news article.,false post looks fake,37,7,photo,20,20,1,1,1,0.263,5,4,9.792,46,21,6.06,27,11,1,11,1,5,0.51,3.13,2.46,6.78,2.24,5.2,2,4.58,3.32,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
13,25,"""I think this one is honest because I know Nyquil does make you drowsy, but that's kind of the point of it. So, I would say this one's honest. I don't know about the nausea part, but I do know about the drowsiness.""",familiarity,15,4, , , ,2,2,1,0.427,6,5,3.812,18,7,4.632,19,9,1,11,1,5,0.65,1.95,2.15,4.24,2.45,4.36,2.24,2.65,3,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
14,25,"""This guy cites his sources, so it could be honest. It could just be someone trying to prove their point, because you can find arguments for anything on the internet, but it's from a reputable website, it looks like.""",reliable/credible source,5,2,links,16,4,2,2,1,2.958,21,18,12.123,60,28,0.082,2,0,1,11,1,5,1.72,3.48,0.29,7.75,4.58,1.41,4.24,5.29,0,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
15,25,"""He has no proof of he's-- or this person has no proof of what they're saying, so I would say this one is dishonest. It seems like one of those people that's just trying to make an argument for argument's sake. And their grammar isn't too great.""",false post from random person,59,10,false post unprofessional,60,10,1,1,1,4.701,27,18,5.896,38,36,0.559,3,1,1,11,1,5,2.17,2.43,0.75,6.16,5.2,1.73,4.24,6,1,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
16,25,"""Another verified account. Link is not an official link, so this one could be dishonest, but it looks like their trying to quote CDC.""",verified,17,4, , , ,2,2,1,1.627,14,14,13.717,68,38,3.121,18,8,1,11,1,5,1.28,3.7,1.77,8.25,3.74,4.24,3.74,6.16,2.83,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
17,25,"""It seems like it's just some random guy making a post about what he thinks. So, this one could be dishonest. It doesn't have any links or sources, it doesn't say he's getting his information from anywhere.""",false post from random person,59,10,unsubstantiated claims,54,10,1,1,1,1.858,18,20,5.358,36,30,4.501,24,10,1,11,1,5,1.36,2.31,2.12,6,4.24,4.9,4.47,5.48,3.16,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
18,25,"""Not a verified account, but it's referencing a verified account, so this one could be true.""",verified,17,4, , , ,2,2,1,2.762,14,8,5.258,30,24,10.711,47,22,1,11,1,5,1.66,2.29,3.27,5.48,3.74,6.86,2.83,4.9,4.69,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
19,25,"""It's kind of hard to tell whether or not this one's true, but it seems like it could be. It doesn't say anything about it being recommended by any companies.""",looks possible/promising,29,6, , , ,2,1,2,2.711,15,10,2.858,18,9,1.051,6,5,1,11,1,5,1.65,1.69,1.03,4.24,3.87,2.45,3.16,3,2.24,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
20,25,"""This one's posted by Harvard, a verified Harvard account. It references their website. They don't mention any other-- any other sources, but this one seems like it could be true.""",Harvard,8,2,verified,17,4,2,2,1,3.943,32,35,5.404,35,27,3.449,25,15,1,11,1,5,1.99,2.32,1.86,5.92,5.66,5,5.92,5.2,3.87,4,4,2,2,4,2,3,5,2,2,2,3,3,3,3,2,3,4,3,2,4,2,4,4,7,4,4,6,6,7,6
1,27,"""I think this is dishonest because it just talks about the New Testament and there's no scientific, like, reason behind what they say. And that kind of looks fake, like the Twitter, like, symbol next to their name, like the checkmark.""",false post looks fake,37,7, , , ,1,1,1,3.254,15,13,5.882,29,17,5.441,28,24,2,10,1,5,1.8,2.43,2.33,5.39,3.87,5.29,3.61,4.12,4.9,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
2,27,"""I would say this one looks honest, just because it has the FDA Drug Information on it and it has a photo and looks realistic.""",FDA,7,2, , , ,2,2,1,2.499,9,8,1.825,19,15,8.081,36,18,2,10,1,5,1.58,1.35,2.84,4.36,3,6,2.83,3.87,4.24,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
3,27,"""I would say this one looks fake just because it's talking about a celebrity and fasting and it doesn't seem like she-- like, Jennifer Anniston was part of the product. It's just someone, like, using her in the photos.""",false post looks fake,37,7,photo,20,20,1,1,1,6.669,33,19,0.478,6,3,12.205,53,21,2,10,1,5,2.58,0.69,3.49,2.45,5.74,7.28,4.36,1.73,4.58,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
4,27,I'd say this one also seems dishonest because the address is Sneezy Pants Lane [assumed spelling; 0:02:01.1] and it just says the state.,false post looks fake,37,7, , , ,1,1,1,5.848,27,13,0,0,0,10.037,38,13,2,10,1,5,2.42,0,3.17,0,5.2,6.16,3.61,0,3.61,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
5,27,I'd say this one seems dishonest because the information doesn't seem to be true because it talks about Covid-19 and someone dying. Someone still dies from Covid-19 even if they weren't given the proper care.,obvious falsehood,56,10, , , ,1,1,1,0,0,0,14.225,61,26,0.378,4,4,2,10,1,5,0,3.77,0.61,7.81,0,2,0,5.1,2,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
6,27,This one seems honest because it looks official and it makes sense. It seems like it's scientific.,looks possible/promising,29,6, , , ,2,2,1,0.278,2,2,2.251,14,12,14.374,48,20,2,10,1,5,0.53,1.5,3.79,3.74,1.41,6.93,1.41,3.46,4.47,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
7,27,I'd say this one seems dishonest because it says over 40 years and Covid hasn't been around for over 40 years. But and it so they wouldn't know if it worked against Covid variants and Covid until they put it in trials.,unsubstantiated claims,54,10, , , ,1,1,1,0.707,4,3,1.462,8,8,0.23,2,0,2,10,1,5,0.84,1.21,0.48,2.83,2,1.41,1.73,2.83,0,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
